# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Nov 26 17:38:18 2022
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_limbdark_mod: Limb Darkening Model
# COLUMN koi_ldm_coeff4: Limb Darkening Coeff. 4
# COLUMN koi_ldm_coeff3: Limb Darkening Coeff. 3
# COLUMN koi_ldm_coeff2: Limb Darkening Coeff. 2
# COLUMN koi_ldm_coeff1: Limb Darkening Coeff. 1
# COLUMN koi_parm_prov:  Parameters Provenance
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sparprov:   Stellar Parameter Provenance
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_rmag:       r'-band [mag]
# COLUMN koi_imag:       i'-band [mag]
# COLUMN koi_zmag:       z'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_hmag:       H-band [mag]
# COLUMN koi_kmag:       K-band [mag]
# COLUMN koi_fwm_stat_sig: FW Offset Significance [percent]
# COLUMN koi_fwm_sra:    FW Source &alpha;(OOT) [hrs]
# COLUMN koi_fwm_sdec:   FW Source &delta;(OOT) [deg]
# COLUMN koi_fwm_srao:   FW Source &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_sdeco:  FW Source &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) []arcsec
# COLUMN koi_dikco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_msky: PRF &Delta;&theta;<sub>SQ</sub>(KIC) [arcsec]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
7620660,K03832.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,5.366527240,134.8639800,2454967.864,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,007/007620/007620660/dv/kplr007620660-20160209194854_dvr.pdf,,,,,,,,,295.560240,43.203178,15.480,16.020,15.447,15.249,15.160,14.198,13.836,13.768,,,,,,,,,,,,,
8435232,K03833.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,49.574015400,201.9717700,2455034.972,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008435/008435232/dv/kplr008435232-20160209194854_dvr.pdf,,,,,,,,,293.534090,44.477085,13.534,14.262,13.491,13.221,,11.122,10.469,10.296,,,,,,,,,,,,,
3836399,K03834.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,1.540392098,131.9989000,2454964.999,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,003/003836/003836399/dv/kplr003836399-20160209194854_dvr.pdf,,,,,,,,,286.935880,38.924469,14.449,15.224,14.384,14.117,13.949,12.889,12.361,12.262,,,,,,,,,,,,,
2581554,K03835.01,Kepler-1521 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,47.148432400,175.2689000,2455008.269,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,002/002581/002581554/dv/kplr002581554-20160209194854_dvr.pdf,,,,,,,,,292.690280,37.834980,12.860,13.610,12.792,12.538,12.389,11.415,10.936,10.840,,,,,,,,,,,,,
7612691,K03836.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,0,q1_q17_dr25_sup_koi,,3.467248090,133.9026900,2454966.903,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,007/007612/007612691/dv/kplr007612691-20160209194854_dvr.pdf,,,,,,,,,293.409390,43.225201,15.889,16.640,15.873,15.567,15.378,14.351,13.840,13.662,,,,,,,,,,,,,
9761573,K03837.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,7.441344500,137.3429000,2454970.343,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009761/009761573/dv/kplr009761573-20160209194854_dvr.pdf,,,,,,,,,287.371700,46.564838,14.114,14.434,14.078,13.977,13.965,13.106,12.818,12.823,,,,,,,,,,,,,
8042789,K03838.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,4.618309224,135.8502300,2454968.850,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008042/008042789/dv/kplr008042789-20160209194854_dvr.pdf,,,,,,,,,296.398350,43.803532,15.757,16.406,15.706,15.478,15.386,14.370,13.955,13.940,,,,,,,,,,,,,
10095484,K03839.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,0.677761275,131.6259460,2454964.626,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,010/010095/010095484/dv/kplr010095484-20160209194854_dvr.pdf,,,,,,,,,298.710720,47.037449,14.382,14.907,14.318,14.157,14.054,13.118,12.814,12.737,,,,,,,,,,,,,
5467102,K03840.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,2.845739012,134.2797380,2454967.280,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,005/005467/005467102/dv/kplr005467102-20160209194854_dvr.pdf,,,,,,,,,296.672940,40.650982,15.362,15.882,15.301,15.139,15.026,14.117,13.810,13.579,,,,,,,,,,,,,
8651551,K03841.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,1.527491117,132.2598060,2454965.260,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008651/008651551/dv/kplr008651551-20160209194854_dvr.pdf,,,,,,,,,300.005830,44.718781,15.935,17.142,15.891,15.418,15.121,13.959,13.329,13.273,,,,,,,,,,,,,
9532637,K03842.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,0.614963830,132.0224020,2454965.022,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009532/009532637/dv/kplr009532637-20160209194854_dvr.pdf,,,,,,,,,294.359650,46.125389,17.453,18.562,17.453,16.978,16.694,15.602,15.047,15.171,,,,,,,,,,,,,
5305451,K03843.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,1,q1_q17_dr25_sup_koi,,161.253747000,189.0939000,2455022.094,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,005/005305/005305451/dv/kplr005305451-20160209194854_dvr.pdf,,,,,,,,,298.940030,40.419441,15.397,16.017,15.351,15.132,15.006,14.021,13.650,13.610,,,,,,,,,,,,,
7174349,K03844.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,2.974163938,132.4931200,2454965.493,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,007/007174/007174349/dv/kplr007174349-20160209194854_dvr.pdf,,,,,,,,,281.437010,42.727314,19.294,20.378,19.273,18.831,,15.974,15.425,15.154,,,,,,,,,,,,,
11824218,K03845.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,15.841316930,145.4595000,2454978.459,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,011/011824/011824218/dv/kplr011824218-20160209194854_dvr.pdf,,,,,,,,,296.615910,50.021709,13.724,14.562,13.677,13.365,13.160,12.038,11.515,11.389,,,,,,,,,,,,,
7983756,K03846.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,5.240782590,136.5491300,2454969.549,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,007/007983/007983756/dv/kplr007983756-20160209194854_dvr.pdf,,,,,,,,,298.844150,43.725361,14.483,14.905,14.443,14.302,14.209,13.355,13.050,12.992,,,,,,,,,,,,,
7289165,K03847.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,5.266414160,131.6999800,2454964.700,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,007/007289/007289165/dv/kplr007289165-20160209194854_dvr.pdf,,,,,,,,,293.967250,42.833279,12.859,13.201,12.805,12.712,12.673,11.840,11.604,11.523,,,,,,,,,,,,,
12784167,K03848.01,Kepler-1522 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,1.847892736,132.1991500,2454965.199,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,012/012784/012784167/dv/kplr012784167-20160209194854_dvr.pdf,,,,,,,,,289.843230,52.070160,14.216,14.692,14.159,14.013,13.952,13.097,12.729,12.621,,,,,,,,,,,,,
8949316,K03849.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,0.604358764,131.6857700,2454964.686,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008949/008949316/dv/kplr008949316-20160209194854_dvr.pdf,,,,,,,,,290.518950,45.235371,16.182,17.792,16.479,15.491,14.944,13.648,12.974,12.827,,,,,,,,,,,,,
8912730,K03850.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,11.377528100,132.5848000,2454965.585,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008912/008912730/dv/kplr008912730-20160209194854_dvr.pdf,,,,,,,,,300.194090,45.145741,13.930,14.228,13.884,13.802,13.757,12.984,12.848,12.782,,,,,,,,,,,,,
9784230,K03851.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,0.798196800,131.5703340,2454964.570,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009784/009784230/dv/kplr009784230-20160209194854_dvr.pdf,,,,,,,,,296.990540,46.598999,17.579,18.241,17.558,17.293,,16.247,15.560,15.346,,,,,,,,,,,,,
4949524,K03852.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,0,q1_q17_dr25_sup_koi,,1.233076007,132.4979500,2454965.498,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,004/004949/004949524/dv/kplr004949524-20160209194854_dvr.pdf,,,,,,,,,298.001130,40.047878,15.402,15.963,15.342,15.161,15.078,14.098,13.723,13.661,,,,,,,,,,,,,
2697935,K03853.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,21.513523400,132.3356000,2454965.336,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,002/002697/002697935/dv/kplr002697935-20160209194854_dvr.pdf,,,,,,,,,287.467860,37.966640,10.630,11.345,10.573,10.323,10.196,9.158,8.619,8.511,,,,,,,,,,,,,
3550434,K03854.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,1.191048900,132.0764080,2454965.076,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,003/003550/003550434/dv/kplr003550434-20160209194854_dvr.pdf,,,,,,,,,292.922000,38.670292,15.637,16.374,15.616,15.321,15.140,14.019,13.566,13.444,,,,,,,,,,,,,
2558370,K03855.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,0.546248198,131.5853110,2454964.585,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,002/002558/002558370/dv/kplr002558370-20160209194854_dvr.pdf,,,,,,,,,287.135960,37.838306,18.550,19.292,18.523,18.233,,,,,,,,,,,,,,,,,
5397166,K03856.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,1.811966339,132.2782800,2454965.278,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,005/005397/005397166/dv/kplr005397166-20160209194854_dvr.pdf,,,,,,,,,299.859650,40.563950,13.493,14.131,13.465,13.220,13.124,12.167,11.867,11.748,,,,,,,,,,,,,
11825057,K03857.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,0.532087933,131.9724090,2454964.972,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,011/011825/011825057/dv/kplr011825057-20160209194854_dvr.pdf,,,,,,,,,296.969570,50.067093,18.852,18.928,18.784,18.822,,,,,,,,,,,,,,,,,
12306699,K03858.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,3.204222652,133.8222300,2454966.822,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,012/012306/012306699/dv/kplr012306699-20160209194854_dvr.pdf,,,,,,,,,291.042140,51.026321,15.341,16.024,15.283,15.049,14.937,13.904,13.463,13.352,,,,,,,,,,,,,
9692336,K03859.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,0.687898282,131.5959790,2454964.596,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009692/009692336/dv/kplr009692336-20160209194854_dvr.pdf,,,,,,,,,282.174100,46.456760,17.490,17.726,17.438,17.385,,,,,,,,,,,,,,,,,
9641008,K03860.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,2.178154774,132.0243300,2454965.024,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009641/009641008/dv/kplr009641008-20160209194854_dvr.pdf,,,,,,,,,288.009980,46.306061,14.489,15.025,14.449,14.259,14.179,13.293,12.852,12.761,,,,,,,,,,,,,
8588377,K03861.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,0.994661720,131.6328400,2454964.633,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008588/008588377/dv/kplr008588377-20160209194854_dvr.pdf,,,,,,,,,300.439000,44.663319,14.997,15.571,14.960,14.751,14.621,13.654,13.284,13.221,,,,,,,,,,,,,
3644601,K03862.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,1,q1_q17_dr25_sup_koi,,359.006880000,295.8649000,2455128.865,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,003/003644/003644601/dv/kplr003644601-20160209194854_dvr.pdf,,,,,,,,,291.188660,38.751259,15.164,15.711,15.111,14.929,14.792,13.886,13.461,13.480,,,,,,,,,,,,,
3644601,K03862.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,1,q1_q17_dr25_sup_koi,,119.686505000,176.0608000,2455009.061,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,003/003644/003644601/dv/kplr003644601-20160209194854_dvr.pdf,,,,,,,,,291.188660,38.751259,15.164,15.711,15.111,14.929,14.792,13.886,13.461,13.480,,,,,,,,,,,,,
8459354,K03863.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,53.556625000,184.4892000,2455017.489,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008459/008459354/dv/kplr008459354-20160209194854_dvr.pdf,,,,,,,,,300.406770,44.414188,11.142,11.245,11.108,11.135,11.149,10.457,10.329,10.293,,,,,,,,,,,,,
4164922,K03864.01,Kepler-1698 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,1.210693626,132.3930600,2454965.393,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,004/004164/004164922/dv/kplr004164922-20160209194854_dvr.pdf,,,,,,,,,293.344970,39.257809,12.914,13.636,12.856,12.604,12.452,11.489,11.013,10.915,,,,,,,,,,,,,
4164922,K03864.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,18.257272200,134.4452700,2454967.445,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,004/004164/004164922/dv/kplr004164922-20160209194854_dvr.pdf,,,,,,,,,293.344970,39.257809,12.914,13.636,12.856,12.604,12.452,11.489,11.013,10.915,,,,,,,,,,,,,
5535890,K03865.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,3.255189932,134.6015000,2454967.601,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,005/005535/005535890/dv/kplr005535890-20160209194854_dvr.pdf,,,,,,,,,292.527340,40.745201,13.088,13.464,13.026,12.928,12.875,11.980,11.711,11.647,,,,,,,,,,,,,
5215980,K03866.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,2.531140101,132.4947100,2454965.495,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,005/005215/005215980/dv/kplr005215980-20160209194854_dvr.pdf,,,,,,,,,298.579380,40.365108,15.209,15.856,15.144,14.932,14.789,13.812,13.333,13.343,,,,,,,,,,,,,
9353742,K03867.01,Kepler-1523 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,0.938750221,131.6825600,2454964.683,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009353/009353742/dv/kplr009353742-20160209194854_dvr.pdf,,,,,,,,,296.054050,45.827049,14.860,15.378,14.784,14.638,14.512,13.655,13.303,13.182,,,,,,,,,,,,,
9178185,K03868.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,2.992704682,133.2951800,2454966.295,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009178/009178185/dv/kplr009178185-20160209194854_dvr.pdf,,,,,,,,,299.553380,45.522049,13.957,14.597,13.931,13.683,13.521,12.616,12.360,12.204,,,,,,,,,,,,,
6290382,K03869.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,6.128107220,137.0345600,2454970.035,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006290/006290382/dv/kplr006290382-20160209194854_dvr.pdf,,,,,,,,,293.519200,41.671791,13.186,13.362,13.128,13.110,13.103,12.343,12.155,12.108,,,,,,,,,,,,,
8258160,K03870.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,23.627034800,150.0362000,2454983.036,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008258/008258160/dv/kplr008258160-20160209194854_dvr.pdf,,,,,,,,,299.218810,44.181862,16.375,17.136,16.329,16.049,15.901,14.843,14.339,14.198,,,,,,,,,,,,,
9752982,K03871.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,0.716709897,132.0508460,2454965.051,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,009/009752/009752982/dv/kplr009752982-20160209194854_dvr.pdf,,,,,,,,,282.198430,46.520290,12.224,12.900,12.202,11.935,11.772,10.697,10.293,10.202,,,,,,,,,,,,,
4666008,K03872.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,2.248063246,132.7544100,2454965.754,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,004/004666/004666008/dv/kplr004666008-20160209194854_dvr.pdf,,,,,,,,,294.770630,39.751202,14.434,14.818,14.383,14.249,14.173,13.251,13.011,13.001,,,,,,,,,,,,,
8430105,K03873.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,63.327863600,165.2265600,2454998.227,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008430/008430105/dv/kplr008430105-20160209194854_dvr.pdf,,,,,,,,,291.558620,44.488190,10.420,11.104,10.380,10.127,9.970,8.940,8.460,8.382,,,,,,,,,,,,,
